,transaction_id,trans_group_en,procedure_name_en,instance_date,property_type_en,property_sub_type_en,property_usage_en,reg_type_en,area_name_en,building_name_en,project_name_en,master_project_en,nearest_landmark_en,nearest_metro_en,nearest_mall_en,rooms_en,has_parking,procedure_area,actual_worth,meter_sale_price,instance_year,instance_month,instance_day,sector_name,area_lat,area_lon
84990,1-11-2021-3882,Sales,Sell,2021-03-11,Unit,Flat,Residential,Existing Properties,Marsa Dubai,Marina Pinnacle,MARINA PINNACLE,Dubai Marina,Burj Al Arab,Mina Seyahi,Marina Mall,3 B/R,1,147.09,1000000.0,6798.56,2021.0,3.0,11.0,Unknown,25.09547176,55.13076456
315453,1-11-2023-6408,Sales,Sell,2023-03-07,Villa,,Residential,Existing Properties,Al Barsha South Fifth,,,Jumeirah Village Triangle,Sports City Swimming Academy,Damac Properties,Marina Mall,,0,636.0,3950000.0,6210.69,2023.0,3.0,7.0,Central,25.04291825,55.18747333
704038,2-39-2011-8,Mortgages,Development Mortgage,2011-03-07,Unit,Flat,Residential,Existing Properties,Nad Al Shiba,Spring,,Silicon Oasis,IMG World Adventures,,,1 B/R,1,64.86,906454.0,13975.55,2011.0,3.0,7.0,Unknown,25.1451203,55.3392738
324447,1-107-2006-635,Sales,Lease to Own Registration Pre-Registration,2009-10-26,Unit,Flat,Residential,Off-Plan Properties,Wadi Al Safa 5,Skycourts Tower D,SKY COURTS,Residential Complex,IMG World Adventures,,,1 B/R,1,67.58,516200.0,7638.36,2009.0,10.0,26.0,Central,25.08232101,55.36365192
1374300,1-11-2024-17577,Sales,Sell,2024-05-20,Villa,,Residential,Existing Properties,Al Thanayah Fourth,,,Meadows 9,Sports City Swimming Academy,Damac Properties,Marina Mall,,0,526.85,5401810.0,10253.03,2024.0,5.0,20.0,Unknown,25.06366745,55.1623514
294654,1-11-2024-13188,Sales,Sell,2024-04-18,Unit,Flat,Residential,Existing Properties,Al Barshaa South Third,ORION BUILDING,ORION BUILDING,,Motor City,Sharaf Dg Metro Station,Mall of the Emirates,1 B/R,1,74.19,635000.0,8559.11,2024.0,4.0,18.0,Unknown,25.06209482,55.23443163
816460,1-102-2024-107620,Sales,Sell - Pre registration,2024-12-24,Unit,Flat,Residential,Off-Plan Properties,Marsa Dubai,Pelagos by IGO,PELaGOS By IGO ,Dubai Marina,Burj Al Arab,Dubai Marina,Marina Mall,2 B/R,1,141.77,3602422.0,25410.33,2024.0,12.0,24.0,Unknown,25.09547176,55.13076456
839985,1-102-2024-77603,Sales,Sell - Pre registration,2024-09-27,Villa,Villa,Residential,Off-Plan Properties,Dubai Investment Park Second,,DAMAC RIVERSIDE - SAGE,,,,,4 B/R,0,144.0,2698000.0,18736.11,2024.0,9.0,27.0,South_west,24.97551093,55.20975585
1122957,1-41-2020-5516,Sales,Delayed Sell,2020-09-22,Land,,Residential,Existing Properties,Nad Al Shiba Third,,,Nad Al Shiba Villas,,Creek Metro Station,City Centre Mirdif,,0,468.63,2398000.0,5117.04,2020.0,9.0,22.0,Unknown,25.15511424,55.37577353
131745,1-110-2016-1219,Sales,Lease to Own Registration,2016-10-31,Unit,Flat,Residential,Existing Properties,Marsa Dubai,23 MARINA,23 MARINA,Dubai Marina,Burj Al Arab,Mina Seyahi,Marina Mall,2 B/R,1,150.22,1835000.0,12215.42,2016.0,10.0,31.0,Unknown,25.09547176,55.13076456
1257741,2-13-2023-6706,Mortgages,Mortgage Registration,2023-05-04,Villa,,Commercial,Existing Properties,Wadi Al Safa 7,,ARABIAN RANCHES - RASHA COMMUNITY,Arabian Ranches II - RASHA,Motor City,,,,0,698.85,5499865.0,7869.88,2023.0,5.0,4.0,Central,25.04253774,55.28449984
12837,1-11-2023-29117,Sales,Sell,2023-09-13,Unit,Flat,Residential,Existing Properties,Al Yelayiss 2,Town Square Warda 2,TOWN SQUARE JENNA AND WARDA,TOWN SQUARE,Dubai Cycling Course,,,1 B/R,1,57.01,655000.0,11489.21,2023.0,9.0,13.0,Unknown,24.99404911,55.29142486
313956,1-102-2017-10938,Sales,Sell - Pre registration,2017-05-29,Unit,Flat,Residential,Off-Plan Properties,Al Barshaa South Third,RESORTZ RESIDENCE BLOCK 3,Resortz Residence,Arjan,Motor City,Sharaf Dg Metro Station,Mall of the Emirates,Studio,1,41.92,512000.0,12213.74,2017.0,5.0,29.0,Unknown,25.06209482,55.23443163
578273,1-102-2015-16434,Sales,Sell - Pre registration,2016-01-11,Unit,Flat,Residential,Off-Plan Properties,Marsa Dubai,MARINA 101,MARINA 101,Dubai Marina,Burj Al Arab,Mina Seyahi,Marina Mall,1 B/R,1,91.92,1664600.0,18109.23,2016.0,1.0,11.0,Unknown,25.09547176,55.13076456
828947,2-110-2009-202744,Mortgages,Lease to Own Registration,2009-11-09,Unit,Flat,Residential,Existing Properties,Jabal Ali,MED 46,,Discovery Gardens,Sports City Swimming Academy,Harbour Tower,Ibn-e-Battuta Mall,1 B/R,0,90.0,653670.0,7263.0,2009.0,11.0,9.0,Unknown,25.01126,55.06116
617134,1-102-2017-18946,Sales,Sell - Pre registration,2017-09-28,Unit,Flat,Residential,Off-Plan Properties,Al Yelayiss 2,TOWN SQUARE ZAHRA BREEZE 3A,TOWN SQUARE ZAHRA,TOWN SQUARE,Dubai Cycling Course,,,3 B/R,1,131.28,1226888.0,9345.58,2017.0,9.0,28.0,Unknown,24.99404911,55.29142486
780876,2-810-2022-478,Mortgages,Lease Finance Registration,2022-09-19,Unit,Flat,Residential,Existing Properties,Burj Khalifa,THE SIGNATURE,THE SIGNATURE,Burj Khalifa,Downtown Dubai,Buj Khalifa Dubai Mall Metro Station,Dubai Mall,1 B/R,1,77.36,800000.0,10341.26,2022.0,9.0,19.0,Unknown,25.19005375,55.27814093
235897,1-102-2022-2700,Sales,Sell - Pre registration,2022-02-08,Villa,Villa,Residential,Off-Plan Properties,Wadi Al Safa 7,,Rukan 3,Rukan,,,,1 B/R,0,60.37,565000.0,9358.95,2022.0,2.0,8.0,Central,25.04253774,55.28449984
1293365,1-102-2022-824,Sales,Sell - Pre registration,2022-01-07,Unit,Flat,Residential,Off-Plan Properties,Al Hebiah Fourth,HERA TOWER,Hera Tower,Dubai Sports City,Sports City Swimming Academy,Dubai Internet City,Marina Mall,2 B/R,1,112.58,600000.0,5329.54,2022.0,1.0,7.0,Central,25.03502194,55.21354639
1111024,2-13-2000-1156,Mortgages,Mortgage Registration,2000-12-20,Villa,,Residential,Existing Properties,Al Barsha Third,,,,Burj Al Arab,Sharaf Dg Metro Station,Mall of the Emirates,,0,1871.53,500000.0,267.16,2000.0,12.0,20.0,West,25.09410788,55.198138
226934,1-102-2017-8944,Sales,Sell - Pre registration,2017-04-19,Unit,Flat,Residential,Off-Plan Properties,Al Barsha South Fourth,HAMENI TOWER,HAMENI,Jumeirah Village Circle,Sports City Swimming Academy,Dubai Internet City,Marina Mall,2 B/R,1,175.62,1402507.0,7986.04,2017.0,4.0,19.0,Central,25.05936493,55.21207713
314880,1-102-2015-4930,Sales,Sell - Pre registration,2015-05-11,Unit,Hotel Rooms,Hospitality ,Off-Plan Properties,Al Barsha South Fourth,FIVE at Jumeirah Village Circle Dubai,Five at Jumeirah Village Circle Dubai,Jumeirah Village Circle,Sports City Swimming Academy,Nakheel Metro Station,Marina Mall,Studio,1,46.84,715937.0,15284.74,2015.0,5.0,11.0,Central,25.05936493,55.21207713
1060445,2-13-2024-23361,Mortgages,Mortgage Registration,2024-10-04,Villa,,Residential,Existing Properties,Wadi Al Safa 2,,WESTERN RESIDENCE - NORTH - 25 VILLAS,Falcon City,IMG World Adventures,,,,0,484.28,2160000.0,4460.23,2024.0,10.0,4.0,Central,25.10606176,55.36153117
1106458,1-11-2008-4507,Sales,Sell,2008-08-05,Villa,,Residential,Existing Properties,Al Thanyah Third,,The Lakes Deema 3,Lakes - Deema 3,Sports City Swimming Academy,Nakheel Metro Station,Marina Mall,,0,459.78,3655057.0,7949.58,2008.0,8.0,5.0,West,25.094255,55.161612
1021907,1-11-2005-2216,Sales,Sell,2005-11-23,Villa,,Residential,Existing Properties,Um Suqaim Second,,,,Burj Al Arab,First Abu Dhabi Bank Metro Station,Mall of the Emirates,,0,516.54,2350000.0,4549.5,2005.0,11.0,23.0,Unknown,25.15387781,55.19248178
597473,1-11-2010-17183,Sales,Sell,2010-11-29,Unit,Flat,Residential,Existing Properties,Al Warsan First,C-14,,International City Phase 1,,Rashidiya Metro Station,City Centre Mirdif,1 B/R,0,67.0,375000.0,5597.01,2010.0,11.0,29.0,Unknown,25.1599767,55.4246648
113470,1-11-2009-208732,Sales,Sell,2009-04-23,Unit,Flat,Residential,Existing Properties,Marsa Dubai,Shams 2,,Jumeriah Beach Residence  - JBR,Burj Al Arab,Jumeirah Beach Residency,Marina Mall,2 B/R,1,122.95,1300000.0,10573.4,2009.0,4.0,23.0,Unknown,25.09547176,55.13076456
740220,3-9-2022-2753,Gifts,Grant,2022-09-06,Unit,Flat,Residential,Existing Properties,Me'Aisem First,LAKESIDE C,LAKESIDE,International Media Production Zone,Sports City Swimming Academy,Damac Properties,Marina Mall,Studio,1,33.93,251405.0,7409.55,2022.0,9.0,6.0,Unknown,25.0177834,55.18312486
1195361,1-41-2021-9886,Sales,Delayed Sell,2021-09-23,Land,,Residential,Existing Properties,Hadaeq Sheikh Mohammed Bin Rashid,,Golf Place,DUBAI HILLS - GOLF PLACE,IMG World Adventures,Noor Bank Metro Station,Mall of the Emirates,,0,1402.08,10000000.0,7132.26,2021.0,9.0,23.0,Central,25.1053253,55.26733804
416261,2-13-2017-3375,Mortgages,Mortgage Registration,2017-04-20,Unit,Flat,Residential,Existing Properties,Al Hebiah Fifth,AL THAMAM 13,REMRAAM,Remraam,Motor City,,,2 B/R,1,93.42,731250.0,7827.55,2017.0,4.0,20.0,Central,25.00242864,55.24042905
1375517,1-102-2024-77452,Sales,Sell - Pre registration,2024-09-26,Unit,Flat,Residential,Off-Plan Properties,Al Khairan First,Palace Residences Creek Blue Tower 1,Palace Residences Creek Blue,The Lagoons,,,,2 B/R,1,103.98,4040888.0,38862.17,2024.0,9.0,26.0,North_Central,25.19564786,55.36033252
170317,1-102-2024-103340,Sales,Sell - Pre registration,2024-12-11,Unit,Flat,Residential,Off-Plan Properties,Madinat Al Mataar,AZIZI VENICE 14-BUILDING F,AZIZI VENICE 14,Dubai World Central,,,,Studio,1,33.83,599000.0,17706.18,2024.0,12.0,11.0,South_west,24.91892638,55.18015257
939752,2-13-2010-5060,Mortgages,Mortgage Registration,2010-09-27,Villa,,Residential,Existing Properties,Al Barshaa South Second,,,,Motor City,Sharaf Dg Metro Station,Mall of the Emirates,,0,929.03,750000.0,807.29,2010.0,9.0,27.0,Unknown,25.07190314,55.23227541
270048,2-190-2024-1315,Mortgages,Delayed Mortgage,2024-06-14,Unit,Flat,Residential,Existing Properties,Al Barshaa South Third,PRIME GARDENS,Prime Gardens,Arjan,Motor City,Sharaf Dg Metro Station,Mall of the Emirates,2 B/R,1,117.87,973000.0,8254.86,2024.0,6.0,14.0,Unknown,25.06209482,55.23443163
368267,1-102-2022-26982,Sales,Sell - Pre registration,2022-09-15,Unit,Flat,Residential,Off-Plan Properties,Jabal Ali First,GEMZ by Danube,GEMZ by Danube ,Al Furjan,,,,1 B/R,1,83.55,950000.0,11370.44,2022.0,9.0,15.0,Unknown,25.03192836,55.14232708
1333571,1-11-2024-39652,Sales,Sell,2024-10-18,Unit,Flat,Residential,Existing Properties,Al Barsha South Fourth,GOLDEN DREAM TOWER 1,,Jumeirah Village Circle,Sports City Swimming Academy,Nakheel Metro Station,Marina Mall,Studio,1,43.44,600000.0,13812.15,2024.0,10.0,18.0,Central,25.05936493,55.21207713
15642,1-41-2008-1932,Sales,Delayed Sell,2008-11-13,Land,,Commercial,Existing Properties,Jabal Ali,,,Jumeirah Golf Estates,,,,,0,940.23,10396906.0,11057.83,2008.0,11.0,13.0,Unknown,25.01126,55.06116
283804,1-11-2023-11323,Sales,Sell,2023-04-17,Unit,Flat,Residential,Existing Properties,Al Hebiah Fifth,AL THAMAM 26,REMRAAM,Remraam,Motor City,,,1 B/R,1,72.71,455000.0,6257.74,2023.0,4.0,17.0,Central,25.00242864,55.24042905
1213509,1-11-2023-11247,Sales,Sell,2023-04-27,Land,,Commercial,Existing Properties,Madinat Hind 4,,DAMAC HILLS (2) - BASSWOOD ,DAMAC HILLS 2,,,,,0,112.24,850000.0,7573.06,2023.0,4.0,27.0,South,24.9981931,55.37157657
824030,1-11-2021-13863,Sales,Sell,2021-08-09,Unit,Flat,Residential,Existing Properties,Marsa Dubai,Sadaf 7,,Jumeriah Beach Residence  - JBR,Burj Al Arab,Jumeirah Beach Resdency,Marina Mall,2 B/R,1,119.96,1680000.0,14004.67,2021.0,8.0,9.0,Unknown,25.09547176,55.13076456
1145430,1-41-2024-23443,Sales,Delayed Sell,2024-11-28,Villa,Villa,Residential,Existing Properties,Madinat Al Mataar,,Greenview,Dubai World Central,Al Makhtoum International Airport,,,3 B/R,0,138.47,2175000.0,15707.37,2024.0,11.0,28.0,South_west,24.91892638,55.18015257
648190,1-102-2023-39994,Sales,Sell - Pre registration,2023-08-16,Unit,Flat,Residential,Off-Plan Properties,Al Barshaa South Third,KYOTO BY ORO24,KYOTO BY ORO24,Arjan,Motor City,Sharaf Dg Metro Station,Mall of the Emirates,Studio,1,35.01,565250.0,16145.39,2023.0,8.0,16.0,Unknown,25.06209482,55.23443163
111557,1-11-2009-216801,Sales,Sell,2009-09-17,Unit,Flat,Residential,Existing Properties,Al Thanyah Third,The Fairways East Tower,,The Greens,Burj Al Arab,Nakheel Metro Station,Marina Mall,1 B/R,1,95.69,931888.0,9738.61,2009.0,9.0,17.0,West,25.094255,55.161612
1293034,1-110-2008-100265,Sales,Lease to Own Registration,2008-06-02,Villa,Villa,Residential,Existing Properties,Al Thanayah Fourth,,Emirates Living - Springs 11,Springs - 1,Sports City Swimming Academy,Damac Properties,Marina Mall,2 B/R,0,372.91,1800000.0,4826.9,2008.0,6.0,2.0,Unknown,25.06366745,55.1623514
227622,1-11-2013-25160,Sales,Sell,2013-08-22,Unit,Shop,Commercial,Existing Properties,Al Warsan First,P-10,,International City Phase 1,,Rashidiya Metro Station,City Centre Mirdif,,0,52.0,420000.0,8076.92,2013.0,8.0,22.0,Unknown,25.1599767,55.4246648
932093,1-11-2008-2380,Sales,Sell,2008-04-30,Villa,,Residential,Existing Properties,Mirdif,,,,Dubai International Airport,Etisalat Metro Station,City Centre Mirdif,,0,696.77,5400000.0,7750.05,2008.0,4.0,30.0,North,25.22331903,55.42166405
239975,2-13-2007-176,Mortgages,Mortgage Registration,2007-02-06,Villa,,Residential,Existing Properties,Mirdif,,,,Dubai International Airport,Rashidiya Metro Station,City Centre Mirdif,,0,619.35,2000000.0,3229.19,2007.0,2.0,6.0,North,25.22331903,55.42166405
1341049,1-11-2020-10252,Sales,Sell,2020-11-05,Unit,Flat,Residential,Existing Properties,Al Barsha South Fifth,PARK ONE,PARK ONE,Jumeirah Village Triangle,Sports City Swimming Academy,Harbour Tower,Ibn-e-Battuta Mall,2 B/R,1,154.62,980000.0,6338.12,2020.0,11.0,5.0,Central,25.04291825,55.18747333
1117054,1-102-2024-76042,Sales,Sell - Pre registration,2024-09-25,Unit,Flat,Residential,Off-Plan Properties,Al Barsha South Fifth,CAVENDISH SQUARE,Cavendish Square,Jumeirah Village Triangle,Sports City Swimming Academy,Damac Properties,Marina Mall,Studio,1,39.94,649423.0,16259.96,2024.0,9.0,25.0,Central,25.04291825,55.18747333
229873,2-13-2012-3821,Mortgages,Mortgage Registration,2012-10-01,Unit,Flat,Residential,Existing Properties,Burj Khalifa,Churchill Tower 2-Residential,CHURCHILL TOWER,Business Bay,Downtown Dubai,Business Bay Metro Station,Dubai Mall,1 B/R,1,72.65,510000.0,7019.96,2012.0,10.0,1.0,Unknown,25.19005375,55.27814093
1331439,1-11-2021-21944,Sales,Sell,2021-12-08,Unit,Flat,Residential,Existing Properties,Palm Jumeirah,SERENIA RESIDENCES BUILDING A,SERENIA RESIDENCES THE PALM,Palm Jumeirah,Burj Al Arab,Al Sufouh,Mall of the Emirates,1 B/R,1,111.64,2400000.0,21497.67,2021.0,12.0,8.0,West,25.1193271,55.1317401
345063,1-102-2024-12849,Sales,Sell - Pre registration,2024-03-01,Unit,Flat,Residential,Off-Plan Properties,Bukadra,330 Riverside Crescent,330 Riverside Crescent,,,,,1 B/R,1,66.44,1501815.0,22604.08,2024.0,3.0,1.0,Unknown,25.1770677,55.3250371
288379,1-11-2007-201731,Sales,Sell,2007-11-12,Unit,Flat,Residential,Existing Properties,Al Thanyah Third,ALNAKHEEL 3,,The Greens,Burj Al Arab,Dubai Internet City,Marina Mall,3 B/R,0,191.84,863800.0,4502.71,2007.0,11.0,12.0,West,25.094255,55.161612
1100261,1-102-2024-55400,Sales,Sell - Pre registration,2024-07-29,Unit,Flat,Residential,Off-Plan Properties,Me'Aisem First,Samana Lake Views,Samana Lake Views,International Media Production Zone,Sports City Swimming Academy,Damac Properties,Marina Mall,Studio,1,37.54,532072.0,14173.49,2024.0,7.0,29.0,Unknown,25.0177834,55.18312486
739462,1-102-2008-27235,Sales,Sell - Pre registration,2009-06-04,Unit,Flat,Residential,Off-Plan Properties,Al Thanyah Fifth,LAGUNA TOWER,LAGUNA TOWER,Jumeirah Lakes Towers,Sports City Swimming Academy,Jumeirah Lakes Towers,Marina Mall,1 B/R,1,120.31,855000.0,7106.64,2009.0,6.0,4.0,West,25.051959,55.15578
994610,1-102-2017-7812,Sales,Sell - Pre registration,2017-04-11,Unit,Hotel Rooms,Hospitality ,Off-Plan Properties,Al Thanyah First,SKY CENTRAL,SKY CENTRAL,TECOM Site C,Burj Al Arab,Dubai Internet City,Mall of the Emirates,Studio,1,28.05,1026200.0,36584.67,2017.0,4.0,11.0,West,25.0987035,55.1725124
393187,2-13-2023-13364,Mortgages,Mortgage Registration,2023-08-07,Unit,Flat,Residential,Existing Properties,Marsa Dubai,BAY CENTRAL 2,BAY CENTRAL WEST & CENTRAL TOWERS,Dubai Marina,Burj Al Arab,Jumeirah Beach Resdency,Marina Mall,1 B/R,1,60.08,1104480.0,18383.49,2023.0,8.0,7.0,Unknown,25.09547176,55.13076456
951822,1-11-2021-1091,Sales,Sell,2021-01-25,Villa,Villa,Residential,Existing Properties,Hadaeq Sheikh Mohammed Bin Rashid,,MAPLE,DUBAI HILLS - MAPLE 1,Motor City,First Abu Dhabi Bank Metro Station,Mall of the Emirates,3 B/R,0,194.5,2100000.0,10796.92,2021.0,1.0,25.0,Central,25.1053253,55.26733804
6615,2-13-2016-1952,Mortgages,Mortgage Registration,2016-03-10,Unit,Office,Commercial,Existing Properties,Al Thanyah Fifth,GoldCrest Executive,GOLD CREST EXECUTIVE,Jumeirah Lakes Towers,Sports City Swimming Academy,Jumeirah Lakes Towers,Marina Mall,Office,1,73.86,950000.0,12862.17,2016.0,3.0,10.0,West,25.051959,55.15578
557927,1-102-2022-30307,Sales,Sell - Pre registration,2022-10-05,Unit,Flat,Residential,Off-Plan Properties,Burj Khalifa,Forte T1,FORTE,Burj Khalifa,Burj Khalifa,Buj Khalifa Dubai Mall Metro Station,Dubai Mall,2 B/R,1,144.24,2860888.0,19834.22,2022.0,10.0,5.0,Unknown,25.19005375,55.27814093
469772,1-11-2016-15048,Sales,Sell,2016-12-19,Unit,Flat,Residential,Existing Properties,Al Warsan First,T-04,,International City Phase 1,,Rashidiya Metro Station,City Centre Mirdif,Studio,0,44.5,320000.0,7191.01,2016.0,12.0,19.0,Unknown,25.1599767,55.4246648
120178,2-13-2017-2113,Mortgages,Mortgage Registration,2017-03-13,Unit,Flat,Residential,Existing Properties,Jabal Ali First,Azizi.Orchid,AZIZI. ORCHID,Al Furjan,Sports City Swimming Academy,Ibn Battuta Metro Station,Ibn-e-Battuta Mall,2 B/R,1,144.69,1160000.0,8017.14,2017.0,3.0,13.0,Unknown,25.03192836,55.14232708
213327,1-102-2023-25636,Sales,Sell - Pre registration,2023-05-31,Unit,Flat,Residential,Off-Plan Properties,Al Hebiah Second,Samana Mykonos,Samana Mykonos,Dubai Studio City,Motor City,,,Studio,1,45.85,534786.0,11663.82,2023.0,5.0,31.0,Central,25.03836176,55.24784173
755394,2-110-2011-448,Mortgages,Lease to Own Registration,2011-02-23,Unit,Office,Commercial,Existing Properties,Al Thanyah Third,EMMAR BUSINESS PARK BLDG-4,,The Greens,Burj Al Arab,Dubai Internet City,Marina Mall,Office,1,2393.18,37440000.0,15644.46,2011.0,2.0,23.0,West,25.094255,55.161612
30670,1-11-2022-8684,Sales,Sell,2022-04-22,Unit,Flat,Residential,Existing Properties,Marsa Dubai,THE ONE JBR,THE ONE JBR,Jumeriah Beach Residence  - JBR,Burj Al Arab,Jumeirah Beach Resdency,Marina Mall,3 B/R,1,241.0,8500000.0,35269.71,2022.0,4.0,22.0,Unknown,25.09547176,55.13076456
176101,3-9-2022-837,Gifts,Grant,2022-03-22,Unit,Shop,Commercial,Existing Properties,Marsa Dubai,Jumeirah Living Marina Gate,JUMEIRAH LIVING MARINA GATE ,,Burj Al Arab,Marina Towers,Marina Mall,Shop,1,53.71,902582.0,16804.73,2022.0,3.0,22.0,Unknown,25.09547176,55.13076456
547103,2-110-2021-156,Mortgages,Lease to Own Registration,2021-04-12,Villa,,Residential,Existing Properties,Al Hebiah Sixth,,ARABELLA 2 - TOWNHOUSES AT MUDON,Mudon,Dubai Cycling Course,,,,0,264.59,1738400.0,6570.17,2021.0,4.0,12.0,Central,25.02119178,55.26280555
390702,2-13-2022-4280,Mortgages,Mortgage Registration,2022-03-30,Land,,Residential,Existing Properties,Al Aweer First,,,,,,,,0,754.98,750000.0,993.4,2022.0,3.0,30.0,Unknown,25.18189767,55.54493543
656713,1-102-2024-70461,Sales,Sell - Pre registration,2024-09-11,Villa,Villa,Residential,Off-Plan Properties,Al Yufrah 1,,The Valley - Avena 2,,,,,4 B/R,0,301.87,4822888.0,15976.71,2024.0,9.0,11.0,South,24.99365013,55.42259018
506698,1-11-2014-13839,Sales,Sell,2014-05-28,Unit,Shop,Commercial,Existing Properties,Al Warsan First,P-19,,International City Phase 1,,Rashidiya Metro Station,City Centre Mirdif,,0,69.03,546105.0,7911.13,2014.0,5.0,28.0,Unknown,25.1599767,55.4246648
722462,1-102-2007-32626,Sales,Sell - Pre registration,2009-04-24,Unit,Flat,Residential,Off-Plan Properties,Wadi Al Safa 2,MAZAYA 28,QPOINT LIWAN-PLOT R069,Liwan,IMG World Adventures,,,1 B/R,1,0.09,446308.0,4958977.78,2009.0,4.0,24.0,Central,25.10606176,55.36153117
22078,2-13-2010-3584,Mortgages,Mortgage Registration,2010-07-05,Villa,,Residential,Existing Properties,Nad Al Hamar,,,,Dubai International Airport,Rashidiya Metro Station,City Centre Mirdif,,0,1393.55,750000.0,538.19,2010.0,7.0,5.0,Unknown,25.20191882,55.38446945
1283366,1-102-2018-11753,Sales,Sell - Pre registration,2018-09-03,Villa,Villa,Residential,Off-Plan Properties,Wadi Al Safa 5,,AMARANTA 2 ,,IMG World Adventures,,,4 B/R,0,243.68,1683000.0,6906.6,2018.0,9.0,3.0,Central,25.08232101,55.36365192
1013098,2-190-2021-465,Mortgages,Delayed Mortgage,2021-03-10,Villa,Villa,Residential,Existing Properties,Me'Aisem First,,Jumeirah Luxury,Jumeirah Golf Estates,,,,5 B/R,0,260.0,3000000.0,11538.46,2021.0,3.0,10.0,Unknown,25.0177834,55.18312486
1083117,1-11-2005-1746,Sales,Sell,2005-08-08,Building,,Residential / Commercial,Existing Properties,Al Mararr,,,,Dubai International Airport,Salah Al Din Metro Station,Dubai Mall,,0,231.14,8500000.0,36774.25,2005.0,8.0,8.0,Unknown,25.27784,55.31162545
764207,1-11-2021-5298,Sales,Sell,2021-04-05,Villa,,Residential,Existing Properties,Al Barshaa South Second,,Villa Lantana 1,Dubiotech,Motor City,Sharaf Dg Metro Station,Mall of the Emirates,,0,415.63,4000000.0,9623.94,2021.0,4.0,5.0,Unknown,25.07190314,55.23227541
357588,1-102-2022-1600,Sales,Sell - Pre registration,2022-01-17,Unit,Flat,Residential,Off-Plan Properties,Burj Khalifa,Act One Act Two Tower 2,ACT ONE | ACT TWO,Burj Khalifa,Burj Khalifa,Buj Khalifa Dubai Mall Metro Station,Dubai Mall,2 B/R,1,142.06,3320000.0,23370.41,2022.0,1.0,17.0,Unknown,25.19005375,55.27814093
